Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties
2021,NJ,New Jersey,Sussex,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,23.2,,,19.5,27.3,145543,34037,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-74.6919141 41.1374609),2586
2020,NJ,New Jersey,Union,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,75.1,,,72.2,77.6,572114,34039,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-74.3086957 40.6598707),2532
2021,NJ,New Jersey,Salem,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,5,,,4.3,5.7,65046,34033,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-75.3573559 39.5738282),2494
2020,NJ,New Jersey,Cape May,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,9.3,,,5.5,13.4,95661,34009,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-74.8463541 39.0858411),2449
2021,NJ,New Jersey,Ocean,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.6,,,8.3,11.0,648998,34029,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-74.2588636 39.865669),489
2021,NJ,New Jersey,Camden,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,10.2,,,8.9,11.5,523771,34007,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-74.9612493 39.8024071),2448
2021,NJ,New Jersey,Middlesex,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,17,,,14.6,19.8,860807,34023,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-74.4074303 40.4396214),2490
2021,NJ,New Jersey,Passaic,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,7.5,,,6.5,8.7,518117,34031,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-74.2994078 41.0366554),2493
2020,NJ,New Jersey,Burlington,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,44,,,38.2,49.5,464269,34005,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Morris,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,2.1,,,1.8,2.5,510981,34027,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-74.5472917 40.8588961),2492
2020,NJ,New Jersey,Morris,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,40.5,,,34.2,46.6,510981,34027,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-74.5472917 40.8588961),2492
2021,NJ,New Jersey,Hudson,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,15.2,,,13.0,17.5,702463,34017,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-74.0786014 40.7313751),488
2021,NJ,New Jersey,Atlantic,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,59.5,,,55.0,64.2,274966,34001,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-74.6337591 39.4693555),2446
2021,NJ,New Jersey,Burlington,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,3.9,,,3.4,4.6,464269,34005,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Hudson,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,26.8,,,24.1,29.6,702463,34017,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-74.0786014 40.7313751),488
2020,NJ,New Jersey,Cumberland,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,39.1,,,33.0,45.8,153627,34011,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-75.1216277 39.3284336),2485
2020,NJ,New Jersey,Essex,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,82.2,,,80.5,83.8,854917,34013,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-74.2462919 40.7874003),2486
2021,NJ,New Jersey,Mercer,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,18.8,,,15.9,21.9,385898,34021,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-74.703724 40.2825026),2489
2021,NJ,New Jersey,Bergen,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.1,,,13.0,17.5,953819,34003,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-74.0747272 40.9596985),487
2021,NJ,New Jersey,Hudson,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,10.8,,,9.2,12.7,702463,34017,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-74.0786014 40.7313751),488
2020,NJ,New Jersey,Salem,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,47.7,,,39.5,55.3,65046,34033,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-75.3573559 39.5738282),2494
2020,NJ,New Jersey,Union,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,9.8,,,6.9,13.0,572114,34039,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-74.3086957 40.6598707),2532
2020,NJ,New Jersey,Cape May,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,67.3,,,63.6,70.7,95661,34009,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-74.8463541 39.0858411),2449
2021,NJ,New Jersey,Morris,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,10.5,,,7.9,13.3,510981,34027,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-74.5472917 40.8588961),2492
2021,NJ,New Jersey,Essex,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.4,,,3.0,3.8,854917,34013,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-74.2462919 40.7874003),2486
2021,NJ,New Jersey,Passaic,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,5.9,,,5.2,6.6,518117,34031,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-74.2994078 41.0366554),2493
2020,NJ,New Jersey,Sussex,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,37.2,,,30.2,44.3,145543,34037,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-74.6919141 41.1374609),2586
2021,NJ,New Jersey,Cape May,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.5,,,11.6,15.6,95661,34009,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-74.8463541 39.0858411),2449
2021,NJ,New Jersey,Camden,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,5,,,4.3,5.7,523771,34007,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-74.9612493 39.8024071),2448
2021,NJ,New Jersey,Camden,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.3,,,5.1,7.6,523771,34007,HLTHOUT,COPD,CrdPrv,COPD,POINT (-74.9612493 39.8024071),2448
2020,NJ,New Jersey,Salem,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,70.3,,,67.5,73.2,65046,34033,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-75.3573559 39.5738282),2494
2021,NJ,New Jersey,Hudson,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,11.2,,,9.7,12.7,702463,34017,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-74.0786014 40.7313751),488
2021,NJ,New Jersey,Union,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.9,,,2.6,3.1,572114,34039,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-74.3086957 40.6598707),2532
2021,NJ,New Jersey,Atlantic,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,5.3,,,4.6,6.0,274966,34001,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-74.6337591 39.4693555),2446
2020,NJ,New Jersey,Passaic,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,29.5,,,24.9,34.4,518117,34031,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-74.2994078 41.0366554),2493
2021,NJ,New Jersey,Salem,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.3,,,9.0,11.7,65046,34033,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-75.3573559 39.5738282),2494
2021,NJ,New Jersey,Cape May,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.7,,,12.9,18.8,95661,34009,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-74.8463541 39.0858411),2449
2021,NJ,New Jersey,Middlesex,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,20.7,,,18.2,23.4,860807,34023,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-74.4074303 40.4396214),2490
2020,NJ,New Jersey,Atlantic,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,33.2,,,27.6,38.6,274966,34001,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-74.6337591 39.4693555),2446
2021,NJ,New Jersey,Monmouth,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,5.6,,,4.8,6.4,645354,34025,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-74.1524456 40.2870481),2491
2021,NY,New York,Saratoga,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.7,,,2.3,3.1,237359,36091,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-73.8553872 43.1061353),2141
2021,NY,New York,Lewis,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.2,,,38.5,48.2,26573,36049,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-75.4441402 43.7826811),623
2020,NY,New York,Oswego,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,62.2,,,58.2,66.1,117387,36075,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-76.2092618 43.4614431),2135
2021,NY,New York,Hamilton,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,31.8,,,27.1,36.5,5119,36041,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-74.5024556 43.6578786),622
2020,NY,New York,Ulster,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,75.7,,,73.1,78.4,182951,36111,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-74.2654582 41.9472124),2182
2021,NY,New York,New York,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,24.6,,,22.8,26.6,1576876,36061,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-73.9701871 40.7766419),2095
2021,NY,New York,Orleans,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,26.7,,,23.3,30.2,40191,36073,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-78.2070281 43.3399059),626
2021,NY,New York,Warren,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,25.7,,,23.1,28.5,65618,36113,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-73.8381388 43.5551053),2183
2021,NY,New York,Greene,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,10.7,,,9.2,12.5,48499,36039,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-74.1420253 42.2798211),2087
2020,NY,New York,Warren,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,45,,,36.6,52.8,65618,36113,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-73.8381388 43.5551053),2183
2021,NY,New York,St. Lawrence,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,30.8,,,26.9,35.2,108051,36089,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-75.074311 44.4881125),2140
2020,NY,New York,Broome,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,47.3,,,40.1,55.4,197240,36007,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-75.8302833 42.1619773),2033
2021,NY,New York,Oswego,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,6.6,,,5.8,7.4,117387,36075,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-76.2092618 43.4614431),2135
2021,NY,New York,Richmond,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.9,,,4.2,5.5,493494,36085,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-74.1398995 40.5612628),2139
2021,NY,New York,Schuyler,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,76.6,,,72.8,80.1,17752,36097,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-76.938603 42.4197755),2143
2021,NY,New York,Hamilton,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,19.4,,,16.3,23.0,5119,36041,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-74.5024556 43.6578786),622
2021,NY,New York,Rensselaer,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.6,,,31.9,41.4,160232,36083,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-73.5138454 42.7104206),2138
2021,NY,New York,Madison,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,30.2,,,27.5,33.1,67658,36053,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-75.6635749 42.9100255),2092
2021,NY,New York,Dutchess,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.3,,,8.1,10.7,297112,36027,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-73.7400411 41.7547699),2040
2021,NY,New York,Saratoga,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,10.4,,,8.6,12.4,237359,36091,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-73.8553872 43.1061353),2141
2021,NY,New York,Herkimer,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11.8,,,10.1,13.6,59937,36043,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-74.8410968 43.571009),2088
2020,NY,New York,Chemung,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,63.6,,,59.8,67.1,83045,36015,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-76.7524712 42.1486972),2036
2021,NY,New York,Niagara,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.5,,,14.5,18.7,211653,36063,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-78.8129431 43.2726719),2131
2021,NY,New York,Yates,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.3,,,26.7,36.1,24613,36123,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.1043238 42.638237),2225
2021,NY,New York,Chemung,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,27.6,,,23.5,31.7,83045,36015,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-76.7524712 42.1486972),2036
2020,NY,New York,Schuyler,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,12.9,,,8.3,18.2,17752,36097,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-76.938603 42.4197755),2143
2020,NY,New York,Essex,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,67.4,,,63.7,71.1,37268,36031,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-73.7784307 44.1096005),2084
2021,NY,New York,Cattaraugus,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,25.5,,,22.2,28.8,76426,36009,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-78.662332 42.2390986),2034
2021,NY,New York,Allegany,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,59.8,,,55.5,64.0,46106,36003,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-78.0261531 42.2478532),2031
2020,NY,New York,Greene,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,38.5,,,30.8,46.9,48499,36039,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-74.1420253 42.2798211),2087
2021,NY,New York,Ontario,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,28.3,,,25.4,31.3,112508,36069,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-77.3034967 42.8563575),2133
2020,NY,New York,Schenectady,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,66.1,,,62.9,69.2,158089,36093,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-74.0435592 42.8175516),2142
2021,NY,New York,Wayne,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.5,,,8.2,10.7,90923,36117,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-77.0494024 43.2181139),631
2021,NY,New York,Cortland,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,82.7,,,79.5,85.7,46311,36023,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-76.0762398 42.594039),620
2021,NY,New York,Chemung,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,31.7,,,28.8,34.6,83045,36015,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-76.7524712 42.1486972),2036
2021,NY,New York,Westchester,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,11.7,,,9.9,13.6,997895,36119,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-73.7457526 41.1526862),2185
2020,NY,New York,Yates,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,75.7,,,72.1,78.7,24613,36123,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-77.1043238 42.638237),2225
2021,NY,New York,Monroe,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.8,,,14.0,17.7,755160,36055,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-77.7005177 43.2503466),2093
2020,NY,New York,Tioga,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,48.6,,,39.5,57.8,47980,36107,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-76.2974556 42.1780565),630
2021,NY,New York,Suffolk,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6,,,5.3,6.8,1526344,36103,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-72.6922183 40.943554),2179
2021,NY,New York,Albany,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,11,,,9.4,12.9,313743,36001,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-73.9740095 42.5882401),2030
2020,NY,New York,Tompkins,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,76.5,,,72.7,79.9,105162,36109,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-76.4734835 42.4530063),2181
2021,NY,New York,Rockland,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,26.2,,,22.1,30.5,339227,36087,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-74.0246616 41.1546276),628
2021,NY,New York,Monroe,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,85,,,82.6,87.1,755160,36055,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-77.7005177 43.2503466),2093
